higher_taxon,scientificName,flights,development,immature.habitat,diapause.stage,larval.diet,references,references.1,references.2
Odonata,Libellula quadrimaculata,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://link.springer.com/content/pdf/10.1007/s10841-012-9540-x.pdf,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920
Odonata,Aeshna umbrosa,not univoltine,hemimetabolous,fresh water,Egg,carnivorous,Dragonflies through binoculars,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920
Odonata,Argia translata,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Libellula croceipennis,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,,
Odonata,Enallagma exsulans,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://www.researchgate.net/publication/260140343_The_Larval_Odonata_of_Ponds_in_the_Prairie_Region_of_Missouri,
Odonata,Rhionaeschna multicolor,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,http://www.odonatologica.com/wp-content/uploads/2019/06/Notulae-9-3-Abstracts.pdf,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Enallagma geminatum,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://www.researchgate.net/publication/260140343_The_Larval_Odonata_of_Ponds_in_the_Prairie_Region_of_Missouri,
Odonata,Erythrodiplax umbrata,not univoltine,hemimetabolous,fresh water,Adults,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://www.journals.uchicago.edu/doi/pdfplus/10.2307/1468416?casa_token=1qxDM7g2mn0AAAAA%3A1f1TdGMQal2JKKBvC_aF0ffLsgQg1MM7wN8_mesf68q5FQqxddnRgC8-yciQqkWmSFgC8Bu7_Q&,https://link.springer.com/content/pdf/10.1007/s10841-012-9540-x.pdf
Odonata,Libellula needhami,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,,
Odonata,Sympetrum obtrusum,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://link.springer.com/content/pdf/10.1007/s10841-012-9540-x.pdf,https://pdfs.semanticscholar.org/b14b/aea760814e1ae9fe0701644f0dcb814e2048.pdf,https://search.proquest.com/docview/305419798?pq-origsite=gscholar
Odonata,Sympetrum illotum,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://link.springer.com/content/pdf/10.1007/s10841-012-9540-x.pdf,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=2ahUKEwjfop3P17vpAhUB16wKHQgLBZA4ChAWMAB6BAgBEAE&url=https%3A%2F%2Fbiologicalsurvey.ca%2Fassets%2Ffile%2F89&usg=AOvVaw2labgLyZEyR1cNWbqtVQW2,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/voltinism
Odonata,Sympetrum semicinctum,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=2ahUKEwjfop3P17vpAhUB16wKHQgLBZA4ChAWMAB6BAgBEAE&url=https%3A%2F%2Fbiologicalsurvey.ca%2Fassets%2Ffile%2F89&usg=AOvVaw2labgLyZEyR1cNWbqtVQW2,https://search.proquest.com/docview/305419798?pq-origsite=gscholar,
Odonata,Archilestes grandis,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Dythemis velox,univoltine,hemimetabolous,fresh water,,carnivorous,https://books.google.com/books?id=8aqMDwAAQBAJ&pg=PA457&lpg=PA457&dq=Dythemis+generation+time&source=bl&ots=X3VRWNWKpj&sig=ACfU3U3VUvglY5dGR5v2e85GChwpUOBjhQ&hl=en&sa=X&ved=2ahUKEwjm2IjV6ZjpAhVNnq0KHQukDZ4Q6AEwCXoECAsQAQ#v=univoltinepage&q=Dythemis%20generation%20time&f=false,,
Odonata,Enallagma aspersum,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.researchgate.net/publication/260140343_The_Larval_Odonata_of_Ponds_in_the_Prairie_Region_of_Missouri,
Odonata,Argia immunda,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.journals.uchicago.edu/doi/pdfplus/10.2307/1468416?casa_token=1qxDM7g2mn0AAAAA%3A1f1TdGMQal2JKKBvC_aF0ffLsgQg1MM7wN8_mesf68q5FQqxddnRgC8-yciQqkWmSFgC8Bu7_Q&,
Odonata,Erythrodiplax berenice,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://scholars.unh.edu/cgi/viewcontent.cgi?article=2167&=&context=dissertation&=&sei-redir=1&referer=https%253A%252F%252Fscholar.google.com%252Fscholar%253Fhl%253Den%2526as_sdt%253D0%25252C10%2526q%253DECOLOGY%252BOF%252BTWO%252BTIDAL%252BMARSH%252BINSECTS%25252C%252BTRICHOCORIXA%252BVERTICALIS%252B%252528HEMIPTERA%252529%252BAND%252BERYTHRODIPLAX%252BBERENICE%252B%252528ODONATA%252529%25252C%252BIN%252BNEW%252BHAMPSHIRE%2526btnG%253D#search=%22ECOLOGY%20TWO%20TIDAL%20MARSH%20INSECTS%2C%20TRICHOCORIXA%20VERTICALIS%20%28HEMIPTERA%29%20ERYTHRODIPLAX%20BERENICE%20%28ODONATA%29%2C%20NEW%20HAMPSHIRE%22,
Odonata,Epiaeschna heros,,hemimetabolous,fresh water,Larvae,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,http://aquaticinsects.org/Keys/Odonata/id_oom_aeshnidae_epiaeschna.html,
Odonata,Telebasis salva,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.researchgate.net/publication/268432250_Secondary_Production_by_Telebasis_salva_Odonata_in_a_Thermally_Constant_Aquatic_Ecosystem_Authors_Clay/figures?lo=1,,
Odonata,Tramea carolina,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://books.google.com/books?id=8aqMDwAAQBAJ&pg=PA567&lpg=PA567&dq=voltinism+Tramea&source=bl&ots=X3VS_KULlb&sig=ACfU3U02C3CrcVGBNdVIVWpRvc7NSMmC5g&hl=en&sa=X&ved=2ahUKEwjVspKH0sDpAhXpct8KHZ29AMkQ6AEwAHoECAoQAQ#v=univoltinepage&q=voltinism%20Tramea&f=false,https://search.proquest.com/docview/305419798?pq-origsite=gscholar
Odonata,Lestes congener,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=2ahUKEwjfop3P17vpAhUB16wKHQgLBZA4ChAWMAB6BAgBEAE&url=https%3A%2F%2Fbiologicalsurvey.ca%2Fassets%2Ffile%2F89&usg=AOvVaw2labgLyZEyR1cNWbqtVQW2,
Odonata,Aeshna canadensis,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,Dragonflies through binoculars,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920
Odonata,Libellula cyanea,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,,
Odonata,Libellula semifasciata,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,
Odonata,Sympetrum ambiguum,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://link.springer.com/content/pdf/10.1007/s10841-012-9540-x.pdf,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=2ahUKEwjfop3P17vpAhUB16wKHQgLBZA4ChAWMAB6BAgBEAE&url=https%3A%2F%2Fbiologicalsurvey.ca%2Fassets%2Ffile%2F89&usg=AOvVaw2labgLyZEyR1cNWbqtVQW2,https://search.proquest.com/docview/305419798?pq-origsite=gscholar
Odonata,Libellula forensis,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,
Odonata,Argia plana,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.journals.uchicago.edu/doi/pdfplus/10.2307/1468416?casa_token=1qxDM7g2mn0AAAAA%3A1f1TdGMQal2JKKBvC_aF0ffLsgQg1MM7wN8_mesf68q5FQqxddnRgC8-yciQqkWmSFgC8Bu7_Q&,
Odonata,Enallagma carunculatum,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.researchgate.net/publication/260140343_The_Larval_Odonata_of_Ponds_in_the_Prairie_Region_of_Missouri,
Odonata,Erythemis vesiculosa,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://www.researchgate.net/publication/260140343_The_Larval_Odonata_of_Ponds_in_the_Prairie_Region_of_Missouri,
