"","onset","onset_low","onset_high","year","offset","offset_low","offset_high","duration","scientificName","Order","id_cells","lon","lat","OS","prec","temp","bio4","bio15","pop","numObs","prec_seas","temp_seas","higher_taxon","flights","development","immature.habitat","diapause.stage","larval.diet","seas","elevation","lon_cor","lat_cor","elev_cor","hopkins_cor","hopkins_onset","mean_onset","sd_onset","seas2"
"623",151.5,120,190,2018,289.4,265.85,293,137.9,"Euptoieta claudia","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Euptoieta claudia",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.694564848186884,-0.481971142336472,0.417329177499174,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",54.218742617247,1875000,2400000,-9296,-18.0399999999999,133.46,187.635,33.2626869345407,"Fall"
"624",175.9,146,221.1,2019,300.9,273.8,307,125,"Euptoieta claudia","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Euptoieta claudia",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.6257424059682,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",54.218742617247,1875000,2400000,-9296,-18.0399999999999,157.86,187.635,33.2626869345407,"Fall"
"625",203.95,199,211.85,2019,290.1,266.9,300,86.15,"Euptoieta claudia","Lepidoptera",2715,1496923.3106829,49280.7568932157,"Lepidoptera:Euptoieta claudia",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.491440655239948,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",128.024850804929,1825000,2425000,-9054,-21.0599999999999,182.89,187.635,33.2626869345407,"Fall"
"626",196.5,192,203.25,2019,293.5,267.25,301,97,"Euptoieta claudia","Lepidoptera",2715,1521923.3106829,49280.7568932157,"Lepidoptera:Euptoieta claudia",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.0851922693460759,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",127.800043077486,1850000,2425000,-9055,-21.2499999999999,175.25,187.635,33.2626869345407,"Fall"
"627",226.7,215,241,2016,302.5,292.85,307,75.8,"Euptoieta claudia","Lepidoptera",2715,1546923.3106829,49280.7568932157,"Lepidoptera:Euptoieta claudia",-0.374271417477401,-0.203738801922665,937.00539855957,0.505596452057362,0.584946216489698,-0.694564848186884,-0.450753266377165,0.326665914923146,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",73.75914392856,1875000,2425000,-9232,-19.6799999999999,207.02,187.635,33.2626869345407,"Fall"
"628",101.15,98,109.7,2017,245.75,182.25,266,144.6,"Euptoieta claudia","Lepidoptera",2715,1546923.3106829,49280.7568932157,"Lepidoptera:Euptoieta claudia",-0.363235279991937,-0.219810207453453,855.392906494141,0.641808002889156,0.584946216489698,-0.694564848186884,-0.0648517902588733,-0.0530302470790913,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",73.75914392856,1875000,2425000,-9232,-19.6799999999999,81.4700000000001,187.635,33.2626869345407,"Fall"
"629",170.1,169,177.5,2019,300.3,286.5,315,130.2,"Euptoieta claudia","Lepidoptera",2715,1546923.3106829,49280.7568932157,"Lepidoptera:Euptoieta claudia",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.6257424059682,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",73.75914392856,1875000,2425000,-9232,-19.6799999999999,150.42,187.635,33.2626869345407,"Fall"
"630",220,209,231,2019,288.5,271,294,68.5,"Euptoieta claudia","Lepidoptera",2716,1571923.3106829,99280.7568932157,"Lepidoptera:Euptoieta claudia",-0.112258173961384,-0.0768885568066291,963.934663318452,0.41566389018581,0.17448189573086,-0.593002751713416,-0.70554155830542,0.451952353502821,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",106.450407793594,1900000,2475000,-9125,-22.9499999999999,197.05,187.635,33.2626869345407,"Fall"
"631",233.8,220,243,2019,290.8,270.8,307,56.9999999999999,"Euptoieta claudia","Lepidoptera",2807,1621923.3106829,149280.756893216,"Lepidoptera:Euptoieta claudia",0.414603996775765,-0.398198308457706,994.261459350586,0.419554551541805,0.311630942951234,-0.38987855876648,-0.694518910437554,0.593045558327328,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",71.9076307294754,1950000,2525000,-9238,-24.2199999999999,209.58,187.635,33.2626869345407,"Fall"
"632",207.8,206,216.8,2019,284.55,255.65,285,76.7499999999999,"Euptoieta claudia","Lepidoptera",2807,1646923.3106829,174280.756893216,"Lepidoptera:Euptoieta claudia",0.414603996775765,-0.398198308457706,994.261459350586,0.419554551541805,0.311630942951234,-0.694564848186884,-0.694518910437554,0.593045558327328,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",78.9496767359896,1975000,2550000,-9215,-25.6499999999999,182.15,187.635,33.2626869345407,"Fall"
"633",193.7,186,200,2019,266.45,257.65,267,72.75,"Euptoieta claudia","Lepidoptera",2808,1671923.3106829,174280.756893216,"Lepidoptera:Euptoieta claudia",0.439399635052429,-0.314996254118733,938.321259647967,0.386732477021505,0.536473238553068,-0.491440655239948,-0.787507257822935,0.332787862585177,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",29.652579486966,2e+06,2550000,-9377,-24.2299999999999,169.47,187.635,33.2626869345407,"Fall"
"634",180.2,131,213,2019,301.8,278,306,121.6,"Euptoieta claudia","Lepidoptera",2899,1746923.3106829,274280.756893216,"Lepidoptera:Euptoieta claudia",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.38987855876648,-0.657866061195377,0.558606137301242,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",4.51859038880027,2075000,2650000,-9459,-28.0099999999999,152.19,187.635,33.2626869345407,"Fall"
"635",112.6,112,132.8,2019,222,188.8,225,109.4,"Eurytides marcellus","Lepidoptera",2350,1446923.3106829,-350719.243106784,"Lepidoptera:Eurytides marcellus",0.245015366168036,0.450913501349246,826.13110168457,0.481561427116394,-0.38592269403587,-0.38987855876648,-0.518846989314901,-0.189168657980027,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",127.995351921435,1775000,2025000,-9054,-4.65999999999987,107.94,133.620833333333,24.2742424124208,"Summer"
"636",137.1,129,147,2019,229.7,204.3,236,92.6,"Eurytides marcellus","Lepidoptera",2534,1596923.3106829,-150719.243106784,"Lepidoptera:Eurytides marcellus",0.196102236512368,0.328951658035287,863.347892429518,0.396883523118669,-0.6388152455885,-0.694564848186884,-0.758748289518714,-0.0160202556917081,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",18.8782326596546,1925000,2225000,-9412,-10.2799999999999,126.82,133.620833333333,24.2742424124208,"Summer"
"637",115.1,114,118.2,2019,220.25,194.15,234,105.15,"Eurytides marcellus","Lepidoptera",2625,1596923.3106829,-25719.2431067843,"Lepidoptera:Eurytides marcellus",-0.198792596253946,0.103895321413259,919.630360073513,0.406055830419064,-0.977903908439376,-0.491440655239948,-0.732762189918364,0.245829816663728,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",17.1890617756439,1925000,2350000,-9418,-15.2199999999999,99.8800000000001,133.620833333333,24.2742424124208,"Summer"
"638",111,103,119,2018,228.5,201,235,117.5,"Eurytides marcellus","Lepidoptera",2624,1521923.3106829,-719.243106784299,"Lepidoptera:Eurytides marcellus",1.6742492779194,-0.123935871970985,915.120163426255,0.442254242571917,0.0264470560929116,-0.593002751713416,-0.630208327212738,0.224846455985729,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",82.5526538750193,1850000,2375000,-9203,-17.7699999999999,93.2300000000001,133.620833333333,24.2742424124208,"Summer"
"639",160.3,154,163,2019,230.3,223.1,231,70,"Eurytides marcellus","Lepidoptera",2624,1521923.3106829,-719.243106784299,"Lepidoptera:Eurytides marcellus",-0.129895056724633,0.0477239895301908,937.234724564986,0.418908781174457,0.0264470560929116,-0.186754365819544,-0.69634844498489,0.327732837423613,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",82.5526538750193,1850000,2375000,-9203,-17.7699999999999,142.53,133.620833333333,24.2742424124208,"Summer"
"640",157.8,156,161.4,2019,228.4,193.6,250,70.6,"Eurytides marcellus","Lepidoptera",2624,1546923.3106829,-719.243106784299,"Lepidoptera:Eurytides marcellus",-0.129895056724633,0.0477239895301908,937.234724564986,0.418908781174457,0.0264470560929116,-0.38987855876648,-0.69634844498489,0.327732837423613,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",52.234453257516,1875000,2375000,-9303,-16.9699999999999,140.83,133.620833333333,24.2742424124208,"Summer"
"641",112.5,108,133.5,2019,209,188,220,96.5,"Eurytides marcellus","Lepidoptera",2715,1496923.3106829,24280.7568932157,"Lepidoptera:Eurytides marcellus",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.593002751713416,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",131.052350483638,1825000,2400000,-9044,-20.1599999999999,92.3400000000001,133.620833333333,24.2742424124208,"Summer"
"642",113,104,124,2019,196.6,175.15,202,83.6,"Eurytides marcellus","Lepidoptera",2716,1571923.3106829,24280.7568932157,"Lepidoptera:Eurytides marcellus",-0.112258173961384,-0.0768885568066291,963.934663318452,0.41566389018581,0.17448189573086,-0.694564848186884,-0.70554155830542,0.451952353502821,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",38.3562569518595,1900000,2400000,-9348,-17.7199999999999,95.2800000000001,133.620833333333,24.2742424124208,"Summer"
"643",161.2,159,163.4,2019,212.25,202.95,215,51.05,"Eurytides marcellus","Lepidoptera",2715,1496923.3106829,49280.7568932157,"Lepidoptera:Eurytides marcellus",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.491440655239948,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",128.024850804929,1825000,2425000,-9054,-21.0599999999999,140.14,133.620833333333,24.2742424124208,"Summer"
"644",140.7,122,156,2019,213.25,205,216,72.55,"Eurytides marcellus","Lepidoptera",2715,1546923.3106829,49280.7568932157,"Lepidoptera:Eurytides marcellus",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.491440655239948,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",73.75914392856,1875000,2425000,-9232,-19.6799999999999,121.02,133.620833333333,24.2742424124208,"Summer"
"645",173.35,172,180.1,2018,228.65,217,230,55.3,"Eurytides marcellus","Lepidoptera",2715,1471923.3106829,74280.7568932157,"Lepidoptera:Eurytides marcellus",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.694564848186884,-0.481971142336472,0.417329177499174,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",168.334299354519,1800000,2450000,-8922,-23.1799999999999,150.17,133.620833333333,24.2742424124208,"Summer"
"646",108.8,107,137,2019,239.6,212.6,245,130.8,"Eurytides marcellus","Lepidoptera",2715,1471923.3106829,74280.7568932157,"Lepidoptera:Eurytides marcellus",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.38987855876648,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",168.334299354519,1800000,2450000,-8922,-23.1799999999999,85.6200000000001,133.620833333333,24.2742424124208,"Summer"
"647",172.9,126,193,2018,266,249.3,280,93.1,"Haematopis grataria","Lepidoptera",2709,946923.310682897,24280.7568932157,"Lepidoptera:Haematopis grataria",0.335110350251492,-0.685603647625376,1091.00372924805,0.374301623404026,-1.00380312695167,-0.186754365819544,-0.822725157708088,1.04313190728973,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",270.898337503922,1275000,2400000,-8586,-20.3399999999998,152.56,176.04375,24.7985661667882,"Fall"
"648",180,118,242,2018,287.5,279,293,107.5,"Haematopis grataria","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Haematopis grataria",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.593002751713416,-0.481971142336472,0.417329177499174,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",54.218742617247,1875000,2400000,-9296,-18.0399999999999,161.96,176.04375,24.7985661667882,"Fall"
"649",212.3,198,220,2016,265.4,262,268,53.1,"Haematopis grataria","Lepidoptera",2888,646923.310682897,249280.756893216,"Lepidoptera:Haematopis grataria",-0.536750164929802,-0.796446927771622,1113.63019991469,0.564844297266555,1.29167191429098,-0.288316462293012,-0.282897964947627,1.14839991043919,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",185.010863093856,975000,2625000,-8867,-24.1299999999999,188.17,176.04375,24.7985661667882,"Fall"
"650",169.05,147,196,2017,241.85,229.2,245,72.8,"Haematopis grataria","Lepidoptera",2888,646923.310682897,249280.756893216,"Lepidoptera:Haematopis grataria",-0.0345713320482183,-0.829037178647071,1022.238241963,0.759091852725237,1.29167191429098,-0.694564848186884,0.267425542318235,0.723205497256631,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",185.010863093856,975000,2625000,-8867,-24.1299999999999,144.92,176.04375,24.7985661667882,"Fall"
"651",189.9,169,196.55,2018,261.45,253.4,270,71.55,"Haematopis grataria","Lepidoptera",2888,646923.310682897,249280.756893216,"Lepidoptera:Haematopis grataria",-0.0253121694609488,-1.02969443747407,1157.84180950296,0.60224634169162,1.29167191429098,0.321056116547796,-0.176934086955383,1.35409119680684,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",185.010863093856,975000,2625000,-8867,-24.1299999999999,165.77,176.04375,24.7985661667882,"Fall"
"652",129.95,125,159.65,2019,266.3,253,274,136.35,"Haematopis grataria","Lepidoptera",2888,646923.310682897,249280.756893216,"Lepidoptera:Haematopis grataria",0.44291493957316,-1.10335162738224,1127.80250145923,0.584553830239965,1.29167191429098,-0.491440655239948,-0.227058810179956,1.2143355088631,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",185.010863093856,975000,2625000,-8867,-24.1299999999999,105.82,176.04375,24.7985661667882,"Fall"
"653",159.85,145,178,2016,252.65,241,254,92.8,"Haematopis grataria","Lepidoptera",3173,1771923.3106829,574280.756893216,"Lepidoptera:Haematopis grataria",-0.55274703871392,-0.997658486181275,1001.95930908203,0.365666373074055,-0.882369529277961,-0.694564848186884,-0.847189719110093,0.628859242295659,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",464.475941790092,2100000,2950000,-7951,-55.2899999999999,104.56,176.04375,24.7985661667882,"Fall"
"654",194.4,176,199,2018,250,234.6,254,55.6,"Haematopis grataria","Lepidoptera",3354,1696923.3106829,724280.756893216,"Lepidoptera:Haematopis grataria",-0.0671021450400637,-1.5835067206116,1164.61901367188,0.362024801075459,-1.50771457842258,0.0163698271273921,-0.85750667094764,1.38562164449837,"Lepidoptera","not univoltine","holometabolous","above ground","Larvae","live plants","Fall",108.811898778537,2025000,3100000,-9117,-49.0299999999999,145.37,176.04375,24.7985661667882,"Fall"
"655",90.2,83,99,2019,222.55,180.25,241,132.35,"Hemaris diffinis","Lepidoptera",1606,-178076.689317103,-1150719.24310678,"Lepidoptera:Hemaris diffinis",-1.23210421291365,1.2312440148892,763.314489746094,0.947284039258957,-0.229471882784858,-0.694564848186884,0.800593560256549,-0.481418359703406,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",257.002940121665,150000,1225000,-8631,36.11,126.31,129.336666666667,34.8189268454194,"Summer"
"656",97.6,94,116.95,2019,241.25,193.8,266,143.65,"Hemaris diffinis","Lepidoptera",1606,-153076.689317103,-1125719.24310678,"Lepidoptera:Hemaris diffinis",-1.23210421291365,1.2312440148892,763.314489746094,0.947284039258957,-0.229471882784858,-0.694564848186884,0.800593560256549,-0.481418359703406,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",176.243288370256,175000,1250000,-8896,37.56,135.16,129.336666666667,34.8189268454194,"Summer"
"657",97.4,95,102.4,2019,231.8,184,248,134.4,"Hemaris diffinis","Lepidoptera",1880,-103076.689317103,-850719.243106784,"Lepidoptera:Hemaris diffinis",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,0.828866598915136,0.524167755279749,-0.12290484210585,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",186.398375462031,225000,1525000,-8863,25.8300000000001,123.23,129.336666666667,34.8189268454194,"Summer"
"658",103.25,98,118.15,2019,251.8,226.45,257,148.55,"Hemaris diffinis","Lepidoptera",1880,-103076.689317103,-825719.243106784,"Lepidoptera:Hemaris diffinis",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,0.727304502441668,0.524167755279749,-0.12290484210585,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",183.402957808132,225000,1550000,-8873,24.9300000000001,128.18,129.336666666667,34.8189268454194,"Summer"
"659",111,109,135,2019,232.5,200,235,121.5,"Hemaris diffinis","Lepidoptera",1880,-103076.689317103,-800719.243106784,"Lepidoptera:Hemaris diffinis",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,-0.593002751713416,0.524167755279749,-0.12290484210585,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",189.840301464846,225000,1575000,-8851,23.7100000000002,134.71,129.336666666667,34.8189268454194,"Summer"
"660",93.15,90,97,2019,167.65,143.95,169,74.5,"Hemaris diffinis","Lepidoptera",1880,-78076.6893171035,-800719.243106784,"Lepidoptera:Hemaris diffinis",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,-0.694564848186884,0.524167755279749,-0.12290484210585,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",177.529301628634,250000,1575000,-8892,23.9200000000001,117.07,129.336666666667,34.8189268454194,"Summer"
"661",132,98,166,2018,252,234,253,120,"Hemaris diffinis","Lepidoptera",2350,1446923.3106829,-350719.243106784,"Lepidoptera:Hemaris diffinis",1.76601400616049,0.284095038212853,849.182841186523,0.427006088197231,-0.38592269403587,-0.593002751713416,-0.673407932865399,-0.0819221226169127,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",127.995351921435,1775000,2025000,-9054,-4.65999999999987,127.34,129.336666666667,34.8189268454194,"Summer"
"662",143.2,118,160,2019,234.8,207,257,91.6,"Hemaris diffinis","Lepidoptera",2350,1446923.3106829,-350719.243106784,"Lepidoptera:Hemaris diffinis",0.245015366168036,0.450913501349246,826.13110168457,0.481561427116394,-0.38592269403587,-0.38987855876648,-0.518846989314901,-0.189168657980027,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",127.995351921435,1775000,2025000,-9054,-4.65999999999987,138.54,129.336666666667,34.8189268454194,"Summer"
"663",171.65,155,192,2019,239.2,222.6,241,67.55,"Hemaris diffinis","Lepidoptera",2351,1471923.3106829,-350719.243106784,"Lepidoptera:Hemaris diffinis",0.135631342032176,0.540528148823322,816.129429931641,0.391445961594582,-0.229413383703094,-0.694564848186884,-0.774153466288343,-0.23570070573503,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",106.069185610826,1800000,2025000,-9126,-4.13999999999986,167.51,129.336666666667,34.8189268454194,"Summer"
"664",123.4,118,147.4,2019,239,225,242,115.6,"Hemaris diffinis","Lepidoptera",2624,1496923.3106829,-719.243106784299,"Lepidoptera:Hemaris diffinis",-0.129895056724633,0.0477239895301908,937.234724564986,0.418908781174457,0.0264470560929116,-0.38987855876648,-0.69634844498489,0.327732837423613,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",133.961184256215,1825000,2375000,-9035,-19.2499999999999,104.15,129.336666666667,34.8189268454194,"Summer"
"665",101.5,92,133.5,2017,236,217,243,134.5,"Hemaris diffinis","Lepidoptera",2624,1521923.3106829,-719.243106784299,"Lepidoptera:Hemaris diffinis",-0.343001642602882,0.065674574227094,814.145685369318,0.708347453613474,0.0264470560929116,-0.593002751713416,0.12366138720523,-0.244929932507115,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",82.5526538750193,1850000,2375000,-9203,-17.7699999999999,83.7300000000001,129.336666666667,34.8189268454194,"Summer"
"666",133.5,114,144,2019,252.05,226.55,254,118.55,"Hemaris diffinis","Lepidoptera",2624,1521923.3106829,-719.243106784299,"Lepidoptera:Hemaris diffinis",-0.129895056724633,0.0477239895301908,937.234724564986,0.418908781174457,0.0264470560929116,-0.288316462293012,-0.69634844498489,0.327732837423613,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",82.5526538750193,1850000,2375000,-9203,-17.7699999999999,115.73,129.336666666667,34.8189268454194,"Summer"
"667",194,193,205.5,2018,278,249.5,281,84,"Hemaris diffinis","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Hemaris diffinis",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.593002751713416,-0.481971142336472,0.417329177499174,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",54.218742617247,1875000,2400000,-9296,-18.0399999999999,175.96,129.336666666667,34.8189268454194,"Summer"
"668",167.7,111,174,2019,259.4,253,272,91.7,"Hemaris diffinis","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Hemaris diffinis",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.219494020074328,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",54.218742617247,1875000,2400000,-9296,-18.0399999999999,149.66,129.336666666667,34.8189268454194,"Summer"
"669",180.5,152,209,2019,263.5,243.5,275,83,"Hemaris diffinis","Lepidoptera",2899,1721923.3106829,299280.756893216,"Lepidoptera:Hemaris diffinis",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.593002751713416,-0.657866061195377,0.558606137301242,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Summer",46.1936142979494,2050000,2675000,-9323,-30.1699999999999,150.33,129.336666666667,34.8189268454194,"Summer"
"670",134,118,150,2019,238,224,249,104,"Hemaris thysbe","Lepidoptera",2350,1446923.3106829,-350719.243106784,"Lepidoptera:Hemaris thysbe",0.245015366168036,0.450913501349246,826.13110168457,0.481561427116394,-0.38592269403587,-0.593002751713416,-0.518846989314901,-0.189168657980027,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",127.995351921435,1775000,2025000,-9054,-4.65999999999987,129.34,179.5,21.0715250199568,"Fall"
"671",185.8,184,191.6,2019,283.8,249.35,291,98,"Hemaris thysbe","Lepidoptera",2715,1521923.3106829,24280.7568932157,"Lepidoptera:Hemaris thysbe",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.694564848186884,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",96.3133957511477,1850000,2400000,-9158,-19.2199999999999,166.58,179.5,21.0715250199568,"Fall"
"672",174.3,151,186.35,2019,264.7,254.7,271,90.4,"Hemaris thysbe","Lepidoptera",2715,1546923.3106829,24280.7568932157,"Lepidoptera:Hemaris thysbe",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.727304502441668,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",54.218742617247,1875000,2400000,-9296,-18.0399999999999,156.26,179.5,21.0715250199568,"Fall"
"673",192.55,192,194.65,2019,241.15,229.2,245,48.6,"Hemaris thysbe","Lepidoptera",2715,1546923.3106829,49280.7568932157,"Lepidoptera:Hemaris thysbe",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.491440655239948,-0.62408484195221,0.560412264259017,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",73.75914392856,1875000,2425000,-9232,-19.6799999999999,172.87,179.5,21.0715250199568,"Fall"
"674",188,184,192,2016,224,202.5,244,36,"Hemaris thysbe","Lepidoptera",2893,1146923.3106829,224280.756893216,"Lepidoptera:Hemaris thysbe",-0.575140112471919,-0.672418497996819,1030.67595563616,0.359113988422212,0.603216666126073,-0.593002751713416,-0.865753305632675,0.762461344207172,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",339.809175699995,1475000,2600000,-8360,-32.1999999999999,155.8,179.5,21.0715250199568,"Fall"
"675",187.5,185,190,2018,234.5,203.5,242,47,"Hemaris thysbe","Lepidoptera",2893,1146923.3106829,224280.756893216,"Lepidoptera:Hemaris thysbe",0.195971639781871,-0.93905414824537,1072.20498511905,0.288753076441704,0.603216666126073,-0.593002751713416,-1.06509307989189,0.955672122450403,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",339.809175699995,1475000,2600000,-8360,-32.1999999999999,155.3,179.5,21.0715250199568,"Fall"
"676",194.35,193,196.45,2019,250.95,243.55,255,56.6,"Hemaris thysbe","Lepidoptera",2899,1721923.3106829,299280.756893216,"Lepidoptera:Hemaris thysbe",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.694564848186884,-0.657866061195377,0.558606137301242,"Lepidoptera","not univoltine","holometabolous","above ground","Pupae","live plants","Fall",46.1936142979494,2050000,2675000,-9323,-30.1699999999999,164.18,179.5,21.0715250199568,"Fall"
"677",87.15,84,121.8,2017,216.45,199.85,225,129.3,"Hermeuptychia sosybius","Lepidoptera",1883,196923.310682897,-825719.243106784,"Lepidoptera:Hermeuptychia sosybius",0.00489028307663482,1.01250342692547,625.095928344727,0.63208409845829,-1.92218437303226,-0.694564848186884,-0.0924006218417269,-1.12447012731143,"Lepidoptera","not univoltine","holometabolous","above ground","Egg","live plants","Summer",73.6835965533248,525000,1550000,-9232,26.1200000000001,113.27,127.49,42.4873128121796,"Summer"
"678",118,113,123.5,2015,249.5,219,261,131.5,"Hermeuptychia sosybius","Lepidoptera",2071,846923.310682897,-625719.243106784,"Lepidoptera:Hermeuptychia sosybius",1.37040012191121,0.46478067306661,804.588391723633,0.651280513107777,-1.26722992717204,-0.593002751713416,-0.0380151845995959,-0.289394543555699,"Lepidoptera","not univoltine","holometabolous","above ground","Egg","live plants","Summer",246.349472980685,1175000,1750000,-8666,7.26000000000013,125.26,127.49,42.4873128121796,"Summer"
"679",198.25,136,219,2018,275.25,264,285,77,"Hermeuptychia sosybius","Lepidoptera",2072,871923.310682897,-625719.243106784,"Lepidoptera:Hermeuptychia sosybius",1.64970201410462,0.456503289540828,835.219339599609,0.434997536838055,-1.454856559341,-0.0851922693460759,-0.650767328540838,-0.146886294479387,"Lepidoptera","not univoltine","holometabolous","above ground","Egg","live plants","Summer",324.491474743157,1200000,1750000,-8410,4.50000000000016,202.75,127.49,42.4873128121796,"Summer"
